"terminal","servicetype","departures","waitingtimeminutes","journeytimeminutes","delayreason","retrievaldate","latitude","longitude","trend"
"UK","normal",3,0,60,"none/unknown","2018-03-25 05:42:54.166",51.0963,1.13505,"stable"
"F","delayed",3,0,180,"overrunning planned Tunnel maintenance","2018-03-25 05:42:54.266",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 06:12:53.815",51.0963,1.13505,"stable"
"F","delayed",3,0,180,"overrunning planned Tunnel maintenance","2018-03-25 06:12:53.914",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-25 06:42:54.17",51.0963,1.13505,"stable"
"F","delayed",3,0,150,"overrunning planned Tunnel maintenance","2018-03-25 06:42:54.269",50.9239,1.81604,"decreasing"
"UK","normal",2,0,60,"none/unknown","2018-03-25 07:12:54.088",51.0963,1.13505,"stable"
"F","delayed",3,0,150,"high demand","2018-03-25 07:12:54.188",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 07:43:04.867",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"high demand","2018-03-25 07:43:04.968",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-03-25 08:13:05.692",51.0963,1.13505,"stable"
"F","normal",3,0,60,"high demand","2018-03-25 08:13:05.794",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-03-25 08:42:55.558",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 08:42:55.661",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 09:12:55.208",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 09:12:55.309",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 09:43:11.138",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 09:43:11.24",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 10:12:54.946",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 10:12:55.089",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 10:42:54.195",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 10:42:54.294",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 11:12:54.141",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 11:12:54.241",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 11:42:57.88",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 11:42:58",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 12:12:54.845",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 12:12:54.944",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 12:42:54.179",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 12:42:54.28",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 13:12:54.223",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 13:12:54.323",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 13:42:55.777",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 13:42:55.879",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 14:12:54.179",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 14:12:54.278",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 14:42:54.43",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 14:42:54.529",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 15:12:54.069",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 15:12:54.167",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 15:43:10.545",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 15:43:10.646",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 16:13:09.522",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 16:13:09.623",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-25 16:42:56.822",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 16:42:56.923",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-25 17:13:13.797",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 17:13:13.9",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-25 17:42:58.825",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 17:42:58.926",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-25 18:13:10.538",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-25 18:13:10.657",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-25 18:42:56.225",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 18:42:56.326",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-25 19:12:55.538",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 19:12:55.64",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-25 19:42:56.235",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-25 19:42:56.334",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-03-25 20:12:58.893",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 20:12:58.993",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-03-25 20:42:55.332",51.0963,1.13505,"increasing"
"F","normal",1,0,60,"none/unknown","2018-03-25 20:42:55.431",50.9239,1.81604,"stable"
"UK","delayed",2,0,150,"Essential maintenance work in the Tunnel","2018-03-25 21:12:55.321",51.0963,1.13505,"increasing"
"F","normal",2,0,60,"none/unknown","2018-03-25 21:12:55.42",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-03-25 21:42:56.676",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-25 21:42:56.775",50.9239,1.81604,"stable"
"UK","delayed",2,0,150,"Essential maintenance work in the Tunnel","2018-03-25 22:12:55.337",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-25 22:12:55.437",50.9239,1.81604,"stable"
"UK","delayed",2,0,150,"Essential maintenance work in the Tunnel","2018-03-25 22:42:55.77",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 22:42:55.869",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-03-25 23:12:55.575",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-25 23:12:55.677",50.9239,1.81604,"stable"
"UK","delayed",3,0,150,"Essential maintenance work in the Tunnel","2018-03-25 23:43:05.479",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-03-25 23:43:05.585",50.9239,1.81604,"stable"
"UK","delayed",2,0,150,"Essential maintenance work in the Tunnel","2018-03-26 00:13:06.117",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-26 00:13:06.218",50.9239,1.81604,"stable"
"UK","delayed",2,0,150,"Essential maintenance work in the Tunnel","2018-03-26 00:42:53.844",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-26 00:42:53.946",50.9239,1.81604,"stable"
"UK","delayed",3,0,150,"Essential maintenance work in the Tunnel","2018-03-26 01:12:54.207",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-03-26 01:12:54.317",50.9239,1.81604,"stable"
"UK","delayed",1,0,150,"Essential maintenance work in the Tunnel","2018-03-26 01:42:55.331",51.0963,1.13505,"stable"
"F","delayed",5,0,120,"none/unknown","2018-03-26 01:42:55.431",50.9239,1.81604,"increasing"
"UK","delayed",3,0,150,"Essential maintenance work in the Tunnel","2018-03-26 02:12:55.361",51.0963,1.13505,"stable"
"F","delayed",3,0,120,"none/unknown","2018-03-26 02:12:55.462",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"Essential maintenance work in the Tunnel","2018-03-26 02:42:53.574",51.0963,1.13505,"decreasing"
"F","delayed",3,0,120,"none/unknown","2018-03-26 02:42:53.675",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"Essential maintenance work in the Tunnel","2018-03-26 03:12:53.459",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-03-26 03:12:53.559",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"Essential maintenance work in the Tunnel","2018-03-26 03:42:54.976",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-03-26 03:42:55.12",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 04:12:54.313",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-03-26 04:12:54.413",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 04:42:54.234",51.0963,1.13505,"stable"
"F","delayed",5,0,120,"none/unknown","2018-03-26 04:42:54.334",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 05:12:54.319",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 05:12:54.418",50.9239,1.81604,"decreasing"
"UK","normal",4,0,60,"none/unknown","2018-03-26 05:42:53.526",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 05:42:53.626",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 06:12:54.774",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 06:12:54.873",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 06:43:06.346",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 06:43:06.451",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 07:13:06.705",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 07:13:06.808",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 07:42:54.654",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-26 07:42:54.755",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 07:48:34.891",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-03-26 07:48:34.992",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 08:12:54.728",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"none/unknown","2018-03-26 08:12:54.846",50.9239,1.81604,"increasing"
"UK","normal",6,0,60,"none/unknown","2018-03-26 08:42:56.074",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"high demand","2018-03-26 08:42:56.174",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 09:12:54.995",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"high demand","2018-03-26 09:12:55.145",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 09:42:53.678",51.0963,1.13505,"stable"
"F","normal",5,0,60,"high demand","2018-03-26 09:42:53.779",50.9239,1.81604,"decreasing"
"UK","normal",4,0,60,"none/unknown","2018-03-26 10:12:54.041",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 10:12:54.204",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 10:42:55.338",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 10:42:55.437",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 11:12:54.007",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 11:12:54.114",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 11:42:54.314",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 11:42:54.414",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 12:12:55.566",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 12:12:55.668",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 12:42:54.661",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 12:42:54.761",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 13:12:54.149",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 13:12:54.25",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 13:43:06.924",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 13:43:07.027",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 14:13:12.614",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 14:13:12.718",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 14:42:55.125",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 14:42:55.243",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 15:12:56.064",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 15:12:56.169",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 15:42:56.361",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 15:42:56.469",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 16:12:54.054",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 16:12:54.158",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 16:42:58.081",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 16:42:58.193",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 17:12:55.462",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 17:12:55.565",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 17:42:58.497",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 17:42:58.601",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 18:12:53.832",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 18:12:53.933",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 18:42:56.014",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 18:42:56.115",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 19:12:53.221",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 19:12:53.321",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 19:42:54.789",51.0963,1.13505,"stable"
"F","normal",7,0,60,"none/unknown","2018-03-26 19:42:54.889",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 20:13:11.115",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 20:13:11.218",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-26 20:43:10.221",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-26 20:43:10.323",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-26 21:12:56.918",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-26 21:12:57.019",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 21:42:56.59",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 21:42:56.7",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 22:13:10.535",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 22:13:10.638",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-03-26 22:42:54.74",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 22:42:54.841",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 23:12:55.593",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 23:12:55.694",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-26 23:43:06.782",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-26 23:43:06.884",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-27 00:13:05.995",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-27 00:13:06.142",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-27 00:42:54.099",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 00:42:54.2",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-27 01:12:54.254",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 01:12:54.355",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-27 01:42:54.506",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-27 01:42:54.607",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-27 02:12:54.997",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-03-27 02:12:55.14",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-03-27 02:42:53.475",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 02:42:53.576",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-27 03:12:54.441",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 03:12:54.542",50.9239,1.81604,"stable"
"UK","normal",7,0,60,"none/unknown","2018-03-27 03:42:54.894",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 03:42:54.993",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 04:12:54.803",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 04:12:54.904",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-03-27 04:42:53.685",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 04:42:53.786",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 05:12:54.342",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 05:12:54.443",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 05:42:54.222",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 05:42:54.322",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 06:12:54.15",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 06:12:54.251",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 06:42:54.308",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 06:42:54.408",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 06:47:08.945",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 06:47:09.052",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 07:12:54.398",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 07:12:54.5",50.9239,1.81604,"stable"
"UK","normal",7,0,60,"none/unknown","2018-03-27 07:43:12.618",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 07:43:12.725",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 08:13:11.217",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 08:13:11.326",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 08:42:57.226",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 08:42:57.336",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 09:12:57.141",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 09:12:57.241",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 09:42:59.237",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 09:42:59.338",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 10:12:56.977",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 10:12:57.079",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 10:42:56.25",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 10:42:56.35",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 11:12:55.402",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-03-27 11:12:55.502",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 11:42:55.599",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-03-27 11:42:55.701",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-03-27 12:12:58.309",51.0963,1.13505,"stable"
